url,video_id,reason
https://www.youtube.com/watch?v=_KmiPV0ZAFw&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1275,_KmiPV0ZAFw,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=_KmiPV0ZAFw! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=TQabA3GvnPU&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1273,TQabA3GvnPU,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=TQabA3GvnPU! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=L1M6RMW47vU&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=2440,L1M6RMW47vU,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=L1M6RMW47vU! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=vIroVHH2IIA&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1269,vIroVHH2IIA,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=vIroVHH2IIA! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=K_QO1plJ9hs&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=2439,K_QO1plJ9hs,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=K_QO1plJ9hs! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=D1XCWUm-GAI&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1265,D1XCWUm-GAI,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=D1XCWUm-GAI! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=eKUf_nL28Pc&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1263,eKUf_nL28Pc,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=eKUf_nL28Pc! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=vLCVyQYi5bc&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=2438,vLCVyQYi5bc,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=vLCVyQYi5bc! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
https://www.youtube.com/watch?v=PtyGKGGzVpI&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=2437,PtyGKGGzVpI,TranscriptsDisabled
https://www.youtube.com/watch?v=QtIa_UQ09Ko&list=PLk1Sqn_f33KuWf3tW9BBe_4TP7x8l0m3T&index=1167,QtIa_UQ09Ko,"IpBlocked: 
Could not retrieve a transcript for the video https://www.youtube.com/watch?v=QtIa_UQ09Ko! This is most likely caused by:

YouTube is blocking requests from your IP. This usually is due to one of the"
